reviewer_name,review_date,review_star_text,review_star_count,review_helpful_count,review
Somil Mishra,"August 1, 2020",Rated 3 stars out of five stars,3,1177,"Requires you to keep bluetooth on at all times, very limited in scope. It's a nice gesture, but I feel that's just what it is. A placebo. If it helps you sleep better, it's nice. I hate that organisations impose this invasive app on people though. I think they can add journalling perhaps, make it less reliable on data input by the users and more able to rate users on the basis of the likelihood they may have the virus. It can never be infalliable, but it will be more useful than askingclear q.s"
Anjali Pandey,"September 20, 2020",Rated 2 stars out of five stars,2,0,"From last 4-5 days it's not working, today I uninstalled it den again installed its showing my mobile no. Invalid. Otherwise it's a helpful app bcoz it notified me when I came in contact wid the positive one."
Anirban Biswas,"July 16, 2020",Rated 4 stars out of five stars,4,1658,"I have a suggestion regarding adding a point. At the time of giving input there should be a option "" I am a part of essential service provider(like Banking service)."" Being a nationalised banker I need to interact with various people even during this lock down period. It is impossible for me/us to keep track of every person, that we interact is covid positive or not. That is why I think the option of ""Essential service provider"" should be added along with ""health worker"" to make it more useful."
MATHEMATICAL LOCHA,"September 21, 2020",Rated 5 stars out of five stars,5,1,Excellent app. But all we know any thing is better it dose not mean it cannot improve. Sir i just want one improvement is that you have to put some more socail awareness news like 'if any body is completely get over from COVID19 then please do not bycott that person and change thier mentality and give him work as well.' thanks
Jayesh Sanena,"November 25, 2020",Rated 1 stars out of five stars,1,0,While login in via mobile number it reflects there is some error logging you in even after my location and Bluetooth is on. Please help or make changes in ur app
Vivek Sharda,"December 8, 2020",Rated 1 stars out of five stars,1,0,My App is not updating Contacts since the last 10 days. It gives notification that install new version / have installed again and again from Play Store bit the issue is not resolved
Priyadarsini Rautray,"November 13, 2020",Rated 1 stars out of five stars,1,3,"Kindly make it useful... because I have downloaded it since more than 3 months today & I'm a doctor,so every other day I'm in contact of many positive patients..but till yet not once this app was able to help me find positive pt and alert me beforehand, that's why I'm going to uninstall it."
Naresh Baria,"September 28, 2020",Rated 2 stars out of five stars,2,1,"Government should make a suggestion box for improvement of this app... I suggest register all patient mobile numbers who are covid+ I.e.android user and simple mobile user. Also data should be quick updated, I think data is uploaded after 1 week of some one got covid +."
devender sharma,"November 24, 2020",Rated 5 stars out of five stars,5,1,"I am not able to login from my asus zenfone max pro m1 in the app showing error, "" There is some error logging you in"" every time when I try to login after installing the app please help."
Sumanth Shivasiddaiah,"September 22, 2020",Rated 1 stars out of five stars,1,0,Unable to register.!! As soon as accepting terms and conditions the app reopens and will again starts from beginning. Tried reinstalling couple of times but same issue
Pahadi,"November 17, 2020",Rated 3 stars out of five stars,3,4,"Good initiative but there is a flaw w.r.t. data or identified cases as it refelects even when you are not in contact with symptomatic people. Because, it is working on BLUETOOTH* and identified the case(s) basis on your contact list."
Surendro Sahoo,"November 19, 2020",Rated 1 stars out of five stars,1,0,The worst experience. My mobile can't get any sms from this app and I am unable to register. Now I got the OTP one after another. Non of the OTP is accepted. I uninstalled and reinstalled with the same problems repeating. Is it fine by any student from a school?
Sarang Khatavkar,"September 30, 2020",Rated 1 stars out of five stars,1,0,"There is some error in logging you in. This is the error it is showing me. Trying this for days. Unable to login ""with"" a working network connection."
Deepen Karamchandani,"November 26, 2020",Rated 2 stars out of five stars,2,0,"It needs a lot of work. Keep on logging out everytime, have to login every week."
Rina Yadav,"December 16, 2020",Rated 5 stars out of five stars,5,0,It is very nice app for covid and also for people to know corona patients but one problem is there that when we open for a long time it ask email id and password so this is my issue so do progress on this
Deepak Deshpande,"October 25, 2020",Rated 5 stars out of five stars,5,1,It is a very useful app in the current situation of Pandemic. Only problem with the app is that the lines in the graph of Daily Covid Updates are totally invisible. The lines are vidible in Cumulative updates.
R. B. Karhade,"October 16, 2020",Rated 1 stars out of five stars,1,0,Good app for tracking covid19 infected person nearby. It helps really.. Updating on 16.10.2020 found bug. Not tracking of covid patients in close contact. Now it's just a app which only consumed memory.
Abhishek Malik,"October 4, 2020",Rated 1 stars out of five stars,1,0,"I used this for a couple of months but sorry I didn't saw any benefits. Plus it doesn't work without internet, Bluetooth, location and thus a battery killer. Disappointed."
